Venue,Event_Name,Description,Start_Date,Start_Time,End_Date,End_Time,Link,City,Image,Privacy,Background 
FT PIERCE,Epic Let\u2019s Roam\u2019s Scavenger Hunt Louisville: Louisville Comes Alive!!, Searching for an exciting outdoor activity in Louisville? The hunt is over! Download the Let\u2019s Roam scavenger hunt app and start exploring t,2020-08-01, 22:00:00,,,http://louisville.eventful.com/events/epic-letu2019s-roamu2019s-scavenger-hunt-loui-/E0-001-134807478-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
128
128

",1
Louisville Slugger Field,Gwinnett Stripers at Louisville Bats,,2020-08-15, 19:00:00,,,http://louisville.eventful.com/events/gwinnett-stripers-louisville-bats-/E0-001-131947759-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/611-2.jpeg_/gwinnett-stripers-11.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/611-2.jpeg_/gwinnett-stripers-11.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/611-2.jpeg_/gwinnett-stripers-11.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/611-2.jpeg_/gwinnett-stripers-11.jpeg
128
128

",1
Louisville Slugger Field,Syracuse Mets at Louisville Bats,,2020-08-13, 18:30:00,,,http://louisville.eventful.com/events/syracuse-mets-louisville-bats-/E0-001-131947742-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
128
128

",1
Louisville Slugger Field,Syracuse Mets at Louisville Bats,,2020-08-12, 18:30:00,,,http://louisville.eventful.com/events/syracuse-mets-louisville-bats-/E0-001-131947733-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
128
128

",1
Louisville Slugger Field,Syracuse Mets at Louisville Bats,,2020-08-10, 18:30:00,,,http://louisville.eventful.com/events/syracuse-mets-louisville-bats-/E0-001-131947721-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/591-9.jpeg_/syracuse-mets-91.jpeg
128
128

",1
Certstaffix Training Louisville,"QuickBooks Desktop Edition: Basic Class | Louisville, Kentucky"," QuickBooks Desktop Edition: Basic<br>This training course is dedicated to providing you with a flexible, high-performance learning system. This",2020-08-06, 17:00:00,,,http://louisville.eventful.com/events/quickbooks-desktop-edition-basic-class-louis-/E0-001-134637786-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/738/223-3.png_/quickbooks-desktop-edition-basic-class-louisville-23.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/738/223-3.png_/quickbooks-desktop-edition-basic-class-louisville-23.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/738/223-3.png_/quickbooks-desktop-edition-basic-class-louisville-23.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/738/223-3.png_/quickbooks-desktop-edition-basic-class-louisville-23.png
128
128

",1
"Truly Title, Inc.",Epic Let\u2019s Roam\u2019s Scavenger Hunt Louisville: Louisville Comes Alive!!, Searching for an exciting outdoor activity in Louisville? The hunt is over! Download the Let\u2019s Roam scavenger hunt app and start exploring t,2020-08-30, 22:00:00,,,http://louisville.eventful.com/events/epic-letu2019s-roamu2019s-scavenger-hunt-loui-/E0-001-134628396-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
128
128

",1
Oxmoor Farm,Evenings of Note With Champian Fulton,,2020-08-01, 19:30:00,,,http://louisville.eventful.com/events/evenings-note-champian-fulton-/E0-001-134622925-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/002/886/138-9.jpeg_/champian-fulton-38.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/002/886/138-9.jpeg_/champian-fulton-38.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/002/886/138-9.jpeg_/champian-fulton-38.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/002/886/138-9.jpeg_/champian-fulton-38.jpeg
128
128

",1
Tree of Life Education Center,Planning For Birth & Postpartum," Planning For Birth & Postpartum is one of three required classes for families who plan to give birth at Tree of Life Family Birth Center. Please read the class guidelines carefully before registering: You only need one ticket, or one registration--it covers mom *and* her choice of birth partner. Please do not register twice! Attendance is limited to mothers (and their birth partners) who are in their third trimester. Birth partners are strongly encouraged to attend as we will go over information related to postpartum and newborn care in the first 48 hours after discharge from Tree of Life. This is an adults only class; please secure childcare for older children and babies. This class does not serve as preparation for natural birth--we will not learn about comfort measures, coping with labor, stages of labor, etc. Those concepts should be explored in a weekly independent childbirth class series. Mom & Birth Partner - $0.00",2020-08-27, 18:00:00,,,http://eventful.com/jeffersonville/events/planning-birth-postpartum-/E0-001-134606052-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Jeffersonville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/028/837/575-6.jpeg_/planning-birth-postpartum-75.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/028/837/575-6.jpeg_/planning-birth-postpartum-75.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/028/837/575-6.jpeg_/planning-birth-postpartum-75.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/028/837/575-6.jpeg_/planning-birth-postpartum-75.jpeg
128
128

",1
Gateway Classic Cars of Louisville,Caffeine and Chrome-Gateway Classic Cars of Louisville, Caffeine and Chrome,2020-08-29, 12:00:00,,,http://eventful.com/memphis_in/events/caffeine-and-chromegateway-classic-cars-louisvil-/E0-001-134498831-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Memphis,,1
"Corydon, Indiana, United States",THE FORGOTTEN TRAIL - Ultimate Tribute Show - August 2020," THE FORGOTTEN TRAIL SHOW -The Ultimate Tribute Show now performing the 1st Saturday of every month.Hosted by: JOSH MCMILLENStep back in time and watch the legends come to life.Shows feature legendary giants such as Hank Williams Sr, Lefty Frizzel, Faron Young, The Everly Brothers, Johnny Cash, Minnie Pearl, Patsy Cline, Dottie West and many more super stars. This music Extravaganza recreates the live iconic radio broadcast program complete with amazing tribute artists, a live band and state of the art sound. You will be amazed from start to finish!Saturday, AUGUST 1st, 2020 at 7:30 p.m.Hosted by Josh McMillenThe ULTIMATE Tribute Show... Watch the Legends come to life before your eyes.JOSH MCMILLENHAROLD HUTCHINSAMBER MARTINTickets: $12 for Adults$7 for kids ages 6-12Free for kids under the age of 6.Tickets available at www.corydon.live or byLeaving a message at 812-734-6288or 812-738-1130 ADULT - $12.00 CHILD (ages 6 to 12) - $7.00 CHILD (under the age of 6) - $0.00",2020-08-01, 19:30:00,,,http://eventful.com/corydon/events/forgotten-trail-ultimate-tribute-show-august-2020-/E0-001-134114738-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Corydon,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/663/444-9.jpeg_/forgotten-trail-ultimate-tribute-show-august-202-44.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/663/444-9.jpeg_/forgotten-trail-ultimate-tribute-show-august-202-44.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/663/444-9.jpeg_/forgotten-trail-ultimate-tribute-show-august-202-44.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/663/444-9.jpeg_/forgotten-trail-ultimate-tribute-show-august-202-44.jpeg
128
128

",1
Spectators Sports Bar & Grill,Sound Machine,"
",2020-08-01, 21:00:00,,,http://louisville.eventful.com/events/sound-machine-/E0-001-133993694-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
"Corydon, Indiana, United States",Natalie Berry,"
",2020-08-15, 19:00:00,,,http://eventful.com/corydon/events/natalie-berry-/E0-001-133994030-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Corydon,,1
Online Los Angeles,"Salesforce Admin 201 Online Training in Louisville, KY"," Key Features: 32 hours of ONLINE training 100% Money Back Guarantee 20 Hrs Real time Projects 25 Hrs Assignments 24/7 customer support About Salesforce Certification Training Global Tec’s Salesforce ADM 201 Training will introduce the participants to understand the basic concepts related to Administration. This Salesforce ADM 201 Training will help the students prepare for ADM201 certification Course Objectives After the completion of the Salesforce Administration course at Global Tec, you will be able to: 1. Understand and identify different Salesforce building blocks 2. Understand the data model 3. Understand the security model 4. Understand the business process automation options 5. Understand the Sales Cloud and Service Cloud modules 6. Understand the reports and dashboard 7. Understand Salesforce1, SalesforceA, Chatter and Social features We also provide training many project management courses under Cloud Computing and ERP.     Why Learn Salesforce Admin 201 Certification Training? Salesforce ADM 201 Training is the leader in Cloud Computing and there are several job opportunities in the market for different roles like Administrator, Functional Consultant, Designer and Architect. Salesforce ADM 201 Training is growing at a CAGR of 30% and clocking more than 5B USD per annum and expected to hit 20 B in the next 5-6 years. SFDC addresses all the aspects of the SMAC (Social Mobile Analytics and Cloud) and Internet of Things space. This Salesforce ADM 201 Training course serves as good base to get started with SFDC fundamentals. SFDC is the first in the industry to be born on Cloud platform and has set the trend for the Digital Revolution today Who Should Apply? This course is best suited for: Experienced professionals who are looking to have an exciting career in the leading Cloud Computing platform Functional consultants who are looking to switch to Salesforce Fresher’s who are looking to get a jump start to their careers in Cloud computing Siebel and other CRM products Salesforce Admin 201 Certification Training - Course Agenda 1. Introduction to Cloud Computing and SFDC Learning Objectives – In this module, you will be able to understand Cloud Computing concepts, SFDC building blocks Apps, Tabs and other elements, Business and IT Benefits of SFDC, Different SFDC products and Editions, Development environment & Sandboxes. Topics – History of computing, Service and Deployment models in the Cloud, Market situation, Benefits of the SFDC Cloud Platform, Products and Editions, Types of sandboxes and their features 2. Building blocks of Force.com platform and Introduction to the student master app Learning Objectives – In this module, you will learn to build a custom app on Force.com platform, Understand Company profile and License types, User licenses available in the Developer Org, Page Layout, Search Layouts, Object Limits and you will also learn about the App we are going to build during this course Topics – How to sign-up for a free development environment, Look Company profile, User licenses and License types, Introduction to Student Master App, Creating your app, Key object and tab, Look at Page Layout and Search Layout for that object, Look at some standard objects like Accounts and Opportunities and Contacts 3. SFDC Data model, Objects, Relationships and Fields Learning Objectives – In this module, you will be able to understand Standard and Custom Objects, Standard and Custom Fields and Datatypes, various Relationships, Lookup Filters, schema builder and explain the implications of deleting fields. Topics – Create Custom Objects and understand various properties in the Object definition section, Customize standard objects. What is possible and what is not possible, Create Master Detail Relationship between two objects, Create a lookup relationship between two objects, Create a many-to-many relationship between objects, Create lookup filters to restrict number of records in a relationship, View the objects created in Schema Builder, Delete few custom field and understand the implications, Create different field types in the student app 4. SFDC Security Model Org-Level General administrative features and Object Level features Learning Objectives – In this module, you will be able to understand different levels Org-level, Object level, Record level, Org-level – Profile and Permission sets Login hours, network level and Object Level – Profile and Permission sets Topics – Introduction to Security – Analogy, Introducing Org-level security settings with profiles and permission sets, Introducing Object level security settings with profiles and permission sets, Difference between profiles and permission sets 5. SFDC Security Model Object, Record and Field Level features Learning Objectives – In this module, you will learn about Organization wide defaults, Role and Role Hierarchy, Criteria based sharing, Manual Sharing and Apex sharing reasons. Topics – Introduction to OWD, Introduction to Role and Role Hierarchy, Introduction to record sharing – Criteria based and Manual 6. Business Logic Learning Objectives – In this module, you will learn to create, delete, and customize record types for custom and standard objects, given a scenario, determine the appropriate record types and business processes for custom and standard objects, describe when to use and how to create formula fields, Enforcing Data quality and Integrity and Validation rules. Topics – Need for different business processes for different departments and leveraging record types and page layout, Need for formula fields and different types of functions, Different ways to enforce data quality, perform basic field level validations 7. Business Process Automation Learning Objectives – In this module, you will learn when workflow rules are evaluated, the capabilities of workflow rules and actions, given a scenario, identify the appropriate workflow solution. You will also learn about the capabilities and use cases for the approval process and Introduction to Lightning Process builder. Topics – Workflow features and options, Approval features and options, Limitations and Considerations for using workflow and approvals, Introducing Process builder, Compare Workflow, Approval and Process Builder features 8. Introduction to Sales Cloud Learning Objectives – In this module, you will understand the different sales processes in any organization, Sales Productivity Features, Lead management, products and price books, campaign management. Topics – Capture Leads from website and Lead assignment rules, Customize Lead, create queue, Key sales objects Accounts, Contacts, Opportunity, Opportunity teams and Account teams, Using Chatter for collaboration in the sales process across teams, Reports -Standard and Custom reports 9. Introduction to Service Cloud Learning Objectives – In this module, you will learn about the capabilities of case management, given a scenario, identify how to automate case management. You will also learn about the capabilities of solution management, the basic capabilities of Communities, the capabilities of the Community application, such as Ideas and Answers and the capabilities of Sales force Knowledge. Topics – Capture cases from website and email, Customize case process, Solutions, Communities and Salesforce Knowledge 10. Data handling and processing Learning Objectives – In this module, you will learn about the considerations when importing, updating, transferring, and mass deleting data, given a scenario, identify tools and use cases for managing data. You will also learn about the capabilities and implications of the data validation tools and the different ways to back up data Topics – Data Handling and Processing Overview, Exporting data and Regular Backup, Importance of record IDs, Install Apex Data loader, Use the Import Wizard and Data Loader and compare the features, Update , Upsert operations, Delete and Hard Delete records, Transfer record ownership 11. Reports and Dashboards Learning Objectives – In this module, you will learn about the options available when creating or customizing a report, the impact of the sharing model on reports, the options available when creating and modifying dashboards and the capabilities of custom report types. Topics – Execute a report with and without modifications, Create a simple tabular report, Summary and matrix report, Add a chart and few other features like highlighting , Create a custom report type and store in a folder, User filters in reports, Create a simple dashboard 12. Salesforce 1, Lightning App Builder, Salesforce A, Outlook Learning Objectives – In this module you will learn about the capabilities of Salesforce1 and Salesforce and the installation and synchronization options of Salesforce for Outlook. Topics – Customizable parts of the SF1 app, security and customisable settings, Navigation menu, Compact layouts and Mobile cards, Basic admin activities on Salesforce A, Outlook and SF synch up 13. Activity Management, AppExchange, Content and folder management Learning Objectives – In this module, you will be able to identify use cases for AppExchange applications, Describe the capabilities of Salesforce Content, describe how folders can be used to organize and secure communication templates, dashboards, reports, and documents and describe the capabilities of activity management. Topics – Activity management – Tasks, Events and Open activities, Creating and tracking tasks and events, Folders and Document templates and AppExchange. 14. Chatter, Global action and Publisher Layouts Learning Objectives – In this module, you will learn about the Global action and publisher layouts and the features of Chatter. Topics – Chatter groups, feeds, people, Files, Follow records, people, groups, Topics and Files, Global action types-Create, Log a call, Custom VF page, Custom canvas, Publisher layout, Global an Object specific actions. Why Global Tec? Global Tec&#39;s training is the best and value for time & money invested. We stand out because our customers Get trained at the best price compared to other training providers. Get trained by the best trainer in the industry. Get accesses to course specific learning videos. Get 100% Money back guarantee*. Training Fee: $1899 Early Bird: Booking at least one month prior to the class start date Training Venue: Venue will be confirmed to the classroom participants one week prior to the workshop start date and online participants will get the session attendance link before 4- 5 days of the training start date. Venue is finalized one week prior to the start date so that we can accommodate last minute rescheduling from the participants and we do not incur additional cost for rescheduling or cancellation. For more details please contact us at +1 (832) 548 -0612 or e-mail  frank@globaltec-inc.com   *We also provide the Corporate training at any remote location, if you have group Participants. It can be conducted at your company premises on your preferred dates. *To know more about the discount and money back, Contact us on chat, email or phone. .       ",2020-08-25, 09:00:00,,,http://losangeles.eventful.com/events/salesforce-admin-201-online-training-louisvil-/E0-001-131614613-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Los Angeles,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/348/989-3.jpeg_/salesforce-admin-201-online-training-louisville-ky-89.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/348/989-3.jpeg_/salesforce-admin-201-online-training-louisville-ky-89.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/348/989-3.jpeg_/salesforce-admin-201-online-training-louisville-ky-89.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/348/989-3.jpeg_/salesforce-admin-201-online-training-louisville-ky-89.jpeg
128
128

",1
